"","record_id","month","day","year","plot_id","period","diagnostic","length","diameter","decoration_type","ceramic_type","manufacture_technique","recovery_method"
"228",593,2,18,1978,2,"Early Pottery Neolithic","base",38,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"229",595,2,18,1978,2,"Early Pottery Neolithic","base",37,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"230",600,2,18,1978,2,"Early Pottery Neolithic","rim",37,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"231",601,2,18,1978,2,"Early Pottery Neolithic","base",36,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"232",660,3,11,1978,2,"Early Pottery Neolithic","base",37,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"233",664,3,11,1978,2,"Early Pottery Neolithic","base",35,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"234",733,4,8,1978,2,"Early Pottery Neolithic","base",33,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"235",754,4,8,1978,2,"Early Pottery Neolithic","base",37,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"236",757,4,8,1978,2,"Early Pottery Neolithic","rim",NA,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"237",764,4,8,1978,2,"Early Pottery Neolithic","base",35,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"238",838,5,6,1978,2,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"239",842,5,6,1978,2,"Early Pottery Neolithic","rim",38,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"240",849,5,6,1978,2,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"241",914,5,19,1978,2,"Early Pottery Neolithic","rim",NA,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"242",924,5,19,1978,2,"Early Pottery Neolithic","base",37,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"243",930,5,19,1978,2,"Early Pottery Neolithic","base",36,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"244",1018,6,9,1978,2,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"245",1061,7,7,1978,2,"Early Pottery Neolithic","rim",38,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"246",1062,7,7,1978,2,"Early Pottery Neolithic","rim",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"247",1159,8,5,1978,2,"Early Pottery Neolithic","rim",36,31,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"248",1183,8,5,1978,2,"Early Pottery Neolithic","rim",37,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"249",1269,9,4,1978,2,"Early Pottery Neolithic","rim",38,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"250",1272,9,4,1978,2,"Early Pottery Neolithic","rim",36,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"251",1277,9,4,1978,2,"Early Pottery Neolithic","rim",38,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"252",1370,10,8,1978,2,"Early Pottery Neolithic","rim",36,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"253",1382,10,8,1978,2,"Early Pottery Neolithic","rim",38,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"254",1461,11,5,1978,2,"Early Pottery Neolithic","rim",36,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"255",1469,11,5,1978,2,"Early Pottery Neolithic","rim",38,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"256",1519,12,3,1978,2,"Early Pottery Neolithic","base",38,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"257",1529,12,3,1978,2,"Early Pottery Neolithic","base",38,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"258",1534,12,3,1978,2,"Early Pottery Neolithic","rim",37,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"259",1535,12,3,1978,2,"Early Pottery Neolithic","rim",38,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"260",1539,12,3,1978,2,"Early Pottery Neolithic","base",36,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"261",1581,1,29,1979,2,"Early Pottery Neolithic","rim",38,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"262",1611,1,29,1979,2,"Early Pottery Neolithic","rim",NA,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"263",1644,2,25,1979,2,"Early Pottery Neolithic","rim",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"264",1661,2,25,1979,2,"Early Pottery Neolithic","rim",35,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"265",1676,3,31,1979,2,"Early Pottery Neolithic","base",36,54,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"266",1692,3,31,1979,2,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"267",1701,3,31,1979,2,"Early Pottery Neolithic","rim",36,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"268",1768,4,29,1979,2,"Early Pottery Neolithic","base",39,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"269",1839,5,30,1979,2,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"270",1845,5,30,1979,2,"Early Pottery Neolithic","rim",36,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"271",1846,5,30,1979,2,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"272",2014,8,23,1979,2,"Early Pottery Neolithic","base",38,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"273",2060,9,23,1979,2,"Early Pottery Neolithic","rim",35,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"274",2070,9,23,1979,2,"Early Pottery Neolithic","base",37,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"275",2122,10,25,1979,2,"Early Pottery Neolithic","rim",35,35,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"276",2131,10,25,1979,2,"Early Pottery Neolithic","rim",37,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"277",2176,11,17,1979,2,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"278",2181,11,17,1979,2,"Early Pottery Neolithic","rim",36,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"279",2338,1,16,1980,2,"Early Pottery Neolithic","rim",36,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"280",2339,1,16,1980,2,"Early Pottery Neolithic","rim",35,37,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"281",2340,1,16,1980,2,"Early Pottery Neolithic","rim",34,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"282",2372,1,16,1980,2,"Early Pottery Neolithic","rim",36,37,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"283",2400,1,16,1980,2,"Early Pottery Neolithic","rim",36,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"284",2456,2,25,1980,2,"Early Pottery Neolithic","rim",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"285",2460,2,25,1980,2,"Early Pottery Neolithic","rim",37,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"286",2525,2,25,1980,2,"Early Pottery Neolithic","rim",36,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"287",2555,3,9,1980,2,"Early Pottery Neolithic","base",NA,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"288",2589,3,9,1980,2,"Early Pottery Neolithic","rim",NA,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"289",2600,3,9,1980,2,"Early Pottery Neolithic","rim",NA,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"290",2622,3,9,1980,2,"Early Pottery Neolithic","base",NA,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"291",2631,3,9,1980,2,"Early Pottery Neolithic","base",NA,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"292",2635,3,9,1980,2,"Early Pottery Neolithic","rim",NA,52,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"293",2643,3,9,1980,2,"Early Pottery Neolithic","base",NA,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"294",2653,3,9,1980,2,"Early Pottery Neolithic","base",NA,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"295",2662,3,9,1980,2,"Early Pottery Neolithic","base",NA,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"296",2667,3,9,1980,2,"Early Pottery Neolithic","rim",NA,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"297",2692,3,9,1980,2,"Early Pottery Neolithic","base",NA,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"298",2695,3,9,1980,2,"Early Pottery Neolithic","base",NA,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"299",2701,3,9,1980,2,"Early Pottery Neolithic","rim",NA,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"300",2715,3,9,1980,2,"Early Pottery Neolithic","rim",NA,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"301",2740,3,9,1980,2,"Early Pottery Neolithic","rim",NA,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"302",2790,3,22,1980,2,"Early Pottery Neolithic","rim",NA,59,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"303",2814,3,22,1980,2,"Early Pottery Neolithic","rim",NA,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"304",2901,4,18,1980,2,"Early Pottery Neolithic","rim",NA,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"305",2902,4,18,1980,2,"Early Pottery Neolithic","base",NA,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"306",2906,4,18,1980,2,"Early Pottery Neolithic","base",NA,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"307",2975,5,18,1980,2,"Early Pottery Neolithic","base",35,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"308",2981,5,18,1980,2,"Early Pottery Neolithic","rim",36,56,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"309",3033,6,2,1980,2,"Early Pottery Neolithic","rim",NA,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"310",3035,6,2,1980,2,"Early Pottery Neolithic","base",38,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"311",3099,6,23,1980,2,"Early Pottery Neolithic","base",35,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"312",3107,6,23,1980,2,"Early Pottery Neolithic","rim",35,53,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"313",3182,7,22,1980,2,"Early Pottery Neolithic","base",36,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"314",3236,8,14,1980,2,"Early Pottery Neolithic","base",35,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"315",3302,9,8,1980,2,"Early Pottery Neolithic","base",35,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"316",3388,10,12,1980,2,"Early Pottery Neolithic","base",34,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"317",3454,11,9,1980,2,"Early Pottery Neolithic","rim",35,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"318",3456,11,9,1980,2,"Early Pottery Neolithic","rim",36,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"319",3525,11,9,1980,2,"Early Pottery Neolithic","base",34,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"320",3547,12,15,1980,2,"Early Pottery Neolithic","base",34,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"321",3550,12,15,1980,2,"Early Pottery Neolithic","rim",37,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"322",3564,12,15,1980,2,"Early Pottery Neolithic","base",35,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"323",3566,12,15,1980,2,"Early Pottery Neolithic","base",34,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"324",3569,12,15,1980,2,"Early Pottery Neolithic","base",34,33,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"325",3580,12,15,1980,2,"Early Pottery Neolithic","base",35,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"326",3738,1,12,1981,2,"Early Pottery Neolithic","base",35,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"327",3741,1,12,1981,2,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"328",3781,1,12,1981,2,"Early Pottery Neolithic","base",35,54,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"329",3790,1,12,1981,2,"Early Pottery Neolithic","base",35,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"330",3867,2,1,1981,2,"Early Pottery Neolithic","base",37,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"331",3877,2,1,1981,2,"Early Pottery Neolithic","base",37,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"332",3889,2,1,1981,2,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"333",3897,2,1,1981,2,"Early Pottery Neolithic","base",37,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"334",3899,2,1,1981,2,"Early Pottery Neolithic","base",36,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"335",3901,2,1,1981,2,"Early Pottery Neolithic","base",37,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"336",3947,3,9,1981,2,"Early Pottery Neolithic","base",35,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"337",3960,3,9,1981,2,"Early Pottery Neolithic","base",37,49,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"338",3979,3,9,1981,2,"Early Pottery Neolithic","rim",34,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"339",3998,3,9,1981,2,"Early Pottery Neolithic","rim",36,30,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"340",4004,3,9,1981,2,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"341",4198,4,6,1981,2,"Early Pottery Neolithic","base",NA,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"342",4238,4,6,1981,2,"Early Pottery Neolithic","base",NA,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"343",4243,4,6,1981,2,"Early Pottery Neolithic","rim",NA,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"344",4251,4,6,1981,2,"Early Pottery Neolithic","rim",NA,47,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"345",4268,4,6,1981,2,"Early Pottery Neolithic","rim",NA,50,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"346",4271,4,6,1981,2,"Early Pottery Neolithic","rim",NA,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"347",4276,4,6,1981,2,"Early Pottery Neolithic","base",NA,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"348",4306,4,6,1981,2,"Early Pottery Neolithic","base",NA,41,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"349",4317,4,6,1981,2,"Early Pottery Neolithic","base",NA,51,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"350",4320,4,6,1981,2,"Early Pottery Neolithic","rim",NA,46,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"351",4341,4,6,1981,2,"Early Pottery Neolithic","base",NA,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"352",4347,4,6,1981,2,"Early Pottery Neolithic","rim",NA,34,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"353",4452,5,4,1981,2,"Early Pottery Neolithic","base",36,48,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"354",4482,5,4,1981,2,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"355",4520,6,4,1981,2,"Early Pottery Neolithic","base",34,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"356",4548,6,4,1981,2,"Early Pottery Neolithic","base",36,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"357",4685,7,8,1981,2,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"358",4693,7,30,1981,2,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"359",4714,7,30,1981,2,"Early Pottery Neolithic","base",37,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"360",4952,10,26,1981,2,"Early Pottery Neolithic","rim",37,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"361",5044,11,23,1981,2,"Early Pottery Neolithic","rim",36,36,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"362",5063,11,23,1981,2,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"363",5167,1,1,1982,2,"Early Pottery Neolithic","base",35,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"364",5288,1,25,1982,2,"Early Pottery Neolithic","base",35,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"365",5483,2,24,1982,2,"Early Pottery Neolithic","base",34,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"366",6006,6,28,1982,2,"Early Pottery Neolithic","rim",35,32,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"367",6184,7,25,1982,2,"Early Pottery Neolithic","base",NA,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"368",6470,8,16,1982,2,"Early Pottery Neolithic","base",35,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"369",6474,8,16,1982,2,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"370",6491,8,16,1982,2,"Early Pottery Neolithic",NA,NA,NA,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"371",6520,9,18,1982,2,"Early Pottery Neolithic","base",37,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"372",6523,9,18,1982,2,"Early Pottery Neolithic","rim",36,38,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"373",6528,9,18,1982,2,"Early Pottery Neolithic","base",34,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"374",6549,9,18,1982,2,"Early Pottery Neolithic","rim",34,33,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"375",6553,9,18,1982,2,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"376",6824,10,24,1982,2,"Early Pottery Neolithic","base",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"377",6832,10,24,1982,2,"Early Pottery Neolithic","base",37,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"378",6837,10,24,1982,2,"Early Pottery Neolithic","rim",35,36,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"379",6842,10,24,1982,2,"Early Pottery Neolithic","base",34,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"380",6889,10,24,1982,2,"Early Pottery Neolithic","rim",36,37,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"381",6939,10,24,1982,2,"Early Pottery Neolithic","base",37,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"382",6944,10,24,1982,2,"Early Pottery Neolithic","base",38,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"383",6945,10,24,1982,2,"Early Pottery Neolithic","rim",36,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"384",7061,11,22,1982,2,"Early Pottery Neolithic","base",36,39,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"385",7080,11,22,1982,2,"Early Pottery Neolithic","rim",33,37,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"386",7246,1,13,1983,2,"Early Pottery Neolithic","base",36,40,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"387",7294,1,13,1983,2,"Early Pottery Neolithic","rim",35,36,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"388",7402,2,27,1983,2,"Early Pottery Neolithic","base",35,44,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"389",7420,2,27,1983,2,"Early Pottery Neolithic","rim",36,42,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"390",7553,3,15,1983,2,"Early Pottery Neolithic","base",37,43,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"391",7558,3,15,1983,2,"Early Pottery Neolithic","rim",35,36,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
"392",7715,4,17,1983,2,"Early Pottery Neolithic","base",36,45,"Burnished","Bowl with Ribbed Rim","coil","Random survey"
